Household_ID,Hour,Energy_Consumption_kWh
6,11,148.06454396224768
6,12,256.72763476596026
6,13,108.07560708945391
6,14,149.84053914928495
6,15,219.8533745901482
6,16,182.5976376767739
6,17,82.57657460483613
6,18,150.09263962207862
6,19,86.85368114148699
6,20,54.01001614251617
6,21,84.79756176989044
6,22,121.25399448626699
6,23,151.94804576408796
7,0,99.91337876894877
7,1,200.67280448429457
7,2,151.29032105124134
7,3,283.09388078354925
7,4,226.7648135675968
7,5,228.09355206849148
7,6,262.4431591700246
7,7,107.1944840487229
7,8,66.71796931639055
7,9,121.89747576154068
7,10,242.14706781056378
7,11,201.94914056611552
7,12,222.74111373272459
7,13,219.88335413537203
7,14,295.57420515928493
7,15,293.7520704800022
7,16,252.39292548314984
7,17,78.34413381398892
7,18,284.8725024612619
7,19,206.92301015366183
7,20,81.76412533323092
7,21,236.0146419878179
7,22,225.98961120665743
7,23,188.57318971055759
8,0,206.94258796619354
8,1,221.85167039117096
8,2,280.4889930823287
8,3,165.74255162626872
8,4,88.38791752524429
8,5,210.7017637025141
8,6,297.48707063616405
8,7,87.35942207702136
8,8,285.71000436250273
8,9,228.02746008277882
8,10,104.24756591887825
8,11,133.06327245539524
8,12,80.54624537541115
8,13,265.0594029544354
8,14,136.381264398932
8,15,289.6989446585545
8,16,57.648633830735996
8,17,280.40449098466456
8,18,172.28900374996235
8,19,224.1756053276242
8,20,243.3806075546117
8,21,121.97693215889176
8,22,188.17866676287585
8,23,88.36801257829067
9,0,276.94125291741324
9,1,299.1024801167615
9,2,116.58288018731665
9,3,135.68233104970594
9,4,80.21166887094753
9,5,78.13438296352643
9,6,178.13681719975344
9,7,122.06328226739703
9,8,105.3117933777553
9,9,121.67733294040296
9,10,63.368241525813815
9,11,196.94965692906618
9,12,110.25184513430031
9,13,57.4092280528989
9,14,226.16168306927293
9,15,114.43062104404518
9,16,135.40360237691746
9,17,255.0934897196454
9,18,65.09503550317565
9,19,78.69234768788631
9,20,252.65739916214304
9,21,159.1045160586506
9,22,172.38379858478095
9,23,269.83928484960916
10,0,140.6138172537166
10,1,122.87942018398888
10,2,165.1145467731521
10,3,86.31520337041763
10,4,77.7882865337031
10,5,53.80460606922783
10,6,195.37008003808734
10,7,104.72376733900525
10,8,96.46641196178689
10,9,219.7092237958672
10,10,177.27279973100735
10,11,202.84158752567768
10,12,72.39184053535767
10,13,202.2137411151141
10,14,165.40646779605208
10,15,60.2587012477863
10,16,139.47936991206802
10,17,180.64663914144785
10,18,283.9238302985899
10,19,147.43143478710562
10,20,245.6202982082342
10,21,79.43098585010215
10,22,237.77188395702524
10,23,172.13706685242894
11,0,194.01195919215226
11,1,241.88672520265322
11,2,290.2179510330935
11,3,284.2770719149608
11,4,72.2421344041714
11,5,268.6351822151437
11,6,290.63041373647116
11,7,137.5552135215096
11,8,244.2182968167681
11,9,281.17965696101123
11,10,239.8797451184897
11,11,156.30796019935616
11,12,69.069900409379
11,13,251.88155551078796
11,14,243.6779548685084
11,15,85.76306457249365
11,16,167.6668858518285
11,17,215.4302653273777
11,18,70.46562466968169
11,19,231.1510702538767
11,20,222.40582612553428
11,21,95.53263577344946
11,22,285.1784023205321
11,23,104.45536901086103
12,0,185.17518468780844
12,1,231.49846346781104
12,2,177.7560889254647
12,3,89.1444327489498
12,4,73.48996765650213
12,5,131.31913737858648
12,6,254.1197781048916
12,7,56.61039570997968
12,8,255.6432759009238
12,9,270.84296978917814
12,10,283.2968470264424
12,11,59.61706640860058
12,12,62.924190897300264
12,13,261.23503912263106
12,14,285.84254471754525
12,15,140.03683407136376
12,16,256.34986364435156
12,17,68.07704007168081
12,18,244.89829128278055
12,19,188.7242311635205
12,20,122.50615472424704
12,21,50.26029266489117
12,22,220.42402705072323
12,23,197.66745792861352
13,0,55.05960573157918
13,1,175.01373025825518
13,2,282.6012180106827
13,3,279.3589460043693
13,4,250.91751186067017
13,5,53.647275727715225
13,6,219.64198712599193
13,7,203.00555809162225
13,8,93.6725122020739
13,9,127.58939928963912
13,10,247.4637923049124
13,11,64.74015520095051
13,12,161.11090447135
13,13,64.43021049399206
13,14,295.5095472301017
13,15,121.6897178529771
13,16,105.9387799864229
13,17,254.26571771511212
13,18,64.04553935332656
13,19,150.5916669820357
13,20,242.2678040184506
13,21,137.8048114741863
13,22,277.9617948577561
13,23,138.84886025741568
14,0,186.82741407367402
14,1,164.07041975825342
14,2,163.29556452640196
14,3,97.00143382367672
14,4,73.82979691393692
14,5,137.0364918602222
14,6,104.26645949961123
14,7,126.22583807925984
14,8,274.9257083105824
14,9,170.49658649165497
14,10,287.72689922305585
14,11,98.44132023585163
14,12,155.90409515180517
14,13,177.8315780143535
14,14,276.55574179740387
14,15,159.39020065628523
14,16,72.82662648715564
14,17,201.6284967275561
14,18,281.4192532670022
14,19,270.4879544065531
14,20,289.4728052476652
14,21,118.30927707138041
14,22,127.08425945686925
14,23,283.23175358764394
15,0,236.95735654549574
15,1,165.25798461431094
15,2,263.3198554978784
15,3,134.39828857340106
15,4,285.14423478794765
15,5,181.48432932244154
15,6,201.65399255291132
15,7,186.84705917974006
15,8,252.86530130222368
15,9,122.93226002345409
15,10,153.9576642863093
15,11,289.30885384530086
15,12,75.41485063762411
15,13,127.49196673191159
15,14,81.98679323109005
15,15,112.778372129545
15,16,54.16349875924593
15,17,99.0123683341537
15,18,127.59235248919039
15,19,181.49605443691624
15,20,63.592030989669546
15,21,252.4600351491231
15,22,253.77708353718492
15,23,135.65350293294625
16,0,247.42456361902325
16,1,171.542280264489
16,2,114.10665922706937
16,3,218.98313770472132
16,4,75.25112663873897
16,5,73.88796424215064
16,6,53.419306108661424
16,7,229.0787949733036
16,8,222.62955081554998
16,9,176.86165387623015
16,10,205.2238396753123
16,11,68.65724526069643
16,12,172.2680384509573
16,13,162.73817585308575
16,14,185.51031277884843
16,15,246.4722190656108
16,16,189.50337203991324
16,17,108.18260398523009
16,18,145.83027687853223
16,19,186.00801543133213
16,20,295.75660333492726
16,21,248.33044762942814
16,22,289.08506048110155
16,23,111.14239328753554
17,0,125.62907281010244
17,1,249.1641118020967
17,2,297.35830168458995
17,3,291.6174861849187
17,4,99.2552525849596
17,5,221.67001496865342
17,6,277.02927163295476
17,7,234.14767459151236
17,8,113.07714883280916
17,9,296.658093031317
17,10,247.40913424654013
17,11,159.2768832642489
17,12,67.0539913986832
17,13,270.4822538846097
17,14,151.89834355044886
17,15,257.7066714169648
17,16,81.96570445968952
17,17,297.55753235624115
17,18,119.34954101852861
17,19,58.57776516495595
17,20,261.7911064537494
17,21,180.03585311115688
17,22,242.08838453877556
17,23,145.4230960428747
18,0,98.9418685931204
18,1,57.598885745187744
18,2,241.2616464051841
18,3,272.82446562845837
18,4,225.62421826983203
18,5,89.59274576252261
18,6,174.93403128645366
18,7,193.40104044042155
18,8,130.4683031041854
18,9,214.210906931184
18,10,180.45201500877377
18,11,209.79483852058567
18,12,87.5340581599153
18,13,286.7334094570783
18,14,139.46116797248638
18,15,122.51398935681885
18,16,265.2219056835592
18,17,118.08861800711949
18,18,168.9857697253391
18,19,298.97958622440194
18,20,164.82374005287028
18,21,279.44737639040994
18,22,205.50466929720844
18,23,63.6445501741298
19,0,227.0250196261076
19,1,249.85038442809886
19,2,246.7842064040345
19,3,130.81963322156844
19,4,75.25666340202821
19,5,155.16243974922412
19,6,206.2858461982486
19,7,169.1737559647547
19,8,188.1223172567147
19,9,154.73182142673713
19,10,297.2455489689006
19,11,261.1454920188646
19,12,269.36499047307103
19,13,68.3631951231929
19,14,90.26777253300872
19,15,188.52948091063286
19,16,87.06911640203631
19,17,291.3535820603879
19,18,155.41423128082997
19,19,260.92035857558403
19,20,184.93827851944894
19,21,96.97764939121282
19,22,203.47965654066235
19,23,71.3005105175636
20,0,164.6890772903152
20,1,94.59791448769266
20,2,193.18194564654587
20,3,242.92285992716216
20,4,181.78188438090956
20,5,126.81701497246394
20,6,70.98813249931351
20,7,283.304202825959
20,8,131.76490489260112
20,9,263.87208670032953
20,10,217.65387572329433
20,11,195.63639937257653
20,12,274.25009234955587
20,13,293.54103369835497
20,14,77.05455443845887
20,15,266.2342625124114
20,16,213.2656383703192
20,17,146.8855149410055
20,18,244.3372905250455
20,19,242.47029683212182
20,20,205.15338636871985
20,21,190.9441065666106
20,22,261.4495058729132
20,23,247.09250887604995
21,0,262.1227757437198
21,1,152.9046940717032
21,2,244.23675182310905
21,3,205.62042895764347
21,4,249.4505823635385
21,5,249.75418949306533
21,6,259.00380741485515
21,7,144.6986841627172
21,8,141.5395315163262
21,9,240.7208222835402
21,10,216.278640681745
21,11,248.94498027288643
21,12,168.916183791149
21,13,143.94797823874745
21,14,230.00990905179407
21,15,253.87920085789222
21,16,245.55004368436872
21,17,132.66832716894737
21,18,77.17129276579789
21,19,226.59407895103465
21,20,161.81093157872164
21,21,274.4696423872284
21,22,265.28619988432035
21,23,213.94414403036046
22,0,267.41622071815596
22,1,187.30028272222904
22,2,280.11170641671345
22,3,135.93259226225604
22,4,251.4602111742538
22,5,267.68635432135045
22,6,187.8185984270604
22,7,202.63682843825364
22,8,166.3121863409923
22,9,92.98065164094808
22,10,190.62257221260808
22,11,187.96640440422266
22,12,271.7083391828749
22,13,86.33384453751323
22,14,99.03740619888424
22,15,254.56028605461972
22,16,256.57711697895917
22,17,127.08575801521012
22,18,225.30068208459204
22,19,132.1695482490062
22,20,194.6718707365164
22,21,59.22776113858903
22,22,112.29182711833828
22,23,55.02498868067294
23,0,274.42677728109715
23,1,281.8884397389056
23,2,141.70862846870406
23,3,55.42842513126618
23,4,116.7353437420966
23,5,123.69235826453482
23,6,260.31640364487754
23,7,138.89412430904918
23,8,212.93661087163628
23,9,263.535216368378
23,10,112.11543817754463
23,11,203.56752540012278
23,12,299.40999788148764
23,13,216.7699173962858
23,14,274.46434000549124
23,15,85.08845795055696
23,16,263.82305954242173
23,17,262.51368487826016
23,18,196.0882060368142
23,19,132.8962442185767
23,20,186.74023117264753
23,21,137.1936906228777
23,22,52.807238865694586
23,23,118.58897275786138
24,0,272.38006447769885
24,1,67.91346854102596
24,2,230.4222677110009
24,3,55.51007766685738
24,4,150.63491043674776
24,5,92.15916555344754
24,6,271.6239498502042
24,7,273.44169112791735
24,8,142.23148598974873
24,9,243.50571440682742
24,10,137.10404043736636
24,11,116.17202111773175
24,12,59.22065936681341
24,13,280.4166304763355
24,14,65.30988221477692
24,15,232.74808843604484
24,16,278.20585366762157
24,17,168.83077777753408
24,18,95.59530177939719
24,19,254.1447527485146
24,20,246.04143092830543
24,21,135.61449163162166
24,22,195.60782033920927
24,23,103.81684360833569
25,0,169.4299955758584
25,1,244.1235489540396
25,2,203.3385033822057
25,3,279.27921791298337
25,4,58.29148806979724
25,5,164.9513196949005
25,6,268.0972918541556
25,7,152.57276109180611
25,8,144.11519225864478
25,9,103.80625717208645
25,10,288.3393886399101
25,11,274.9268727345752
25,12,117.80445177305077
25,13,270.04122751665705
25,14,226.8997976092172
25,15,180.15411041944543
25,16,134.60243085897008
25,17,128.79522809331309
25,18,60.57424831119555
25,19,280.196061108706
25,20,257.61886286974914
25,21,246.1861947729825
25,22,215.41301679164894
25,23,224.1725465189271
26,0,201.35341691898714
26,1,217.85113300087733
26,2,220.2939435840327
26,3,173.60553215610094
26,4,299.0916983765934
26,5,159.76628149093108
26,6,271.5020526557943
26,7,213.98001836548747
26,8,86.42615364501341
26,9,101.7822597781917
26,10,134.8300667137267
26,11,299.08146370625195
26,12,170.1216804775342
26,13,61.06845259829875
26,14,112.21229055596424
26,15,78.79423950237032
26,16,223.1968023316478
26,17,120.82214601601467
26,18,252.58554432454153
26,19,195.40736910932296
26,20,150.88009713576218
26,21,195.29306648405847
26,22,167.04198321701432
26,23,215.42440317551075
27,0,93.57249388607273
27,1,169.8939128104245
27,2,73.01304815357915
27,3,178.46835299754454
27,4,159.08004933340914
27,5,206.88211518738953
27,6,240.73840478707436
27,7,151.3686679068187
27,8,149.40834229895717
27,9,280.5372168224676
27,10,222.75762954291503
27,11,267.7212787537683
27,12,191.97491817565805
27,13,290.22353999240886
27,14,283.02774237720695
27,15,129.10466394118765
27,16,204.36286422007478
27,17,137.6596076304669
27,18,132.76855099862595
27,19,259.30891360919424
27,20,294.70621681688385
27,21,161.18020642643995
27,22,189.1825610479218
27,23,189.23865207729762
28,0,74.48482220433627
28,1,200.31362715121156
28,2,146.10394109962493
28,3,55.26538007463404
28,4,215.8365990983547
28,5,84.07616473579174
28,6,176.09373338181499
28,7,126.66640884912759
28,8,82.59885050564337
28,9,84.9622239878121
28,10,87.88757874521833
28,11,97.13424830960051
28,12,189.07339022452723
28,13,255.39048296752898
28,14,285.51481928991336
28,15,89.87943500975233
28,16,132.1117415405352
28,17,138.1670095391519
28,18,239.15733199717124
28,19,112.73341601649776
28,20,169.02630409633764
28,21,262.2040394535635
28,22,89.22043710665268
28,23,71.04195406513249
29,0,179.7395994868886
29,1,134.15557468262259
29,2,125.54782486746808
29,3,144.4659237778954
29,4,97.34035792814423
29,5,217.8866400214271
29,6,133.42918891088394
29,7,136.0519982100024
29,8,131.9353288553043
29,9,225.35433009397786
29,10,149.43066138161754
29,11,292.48798601390257
29,12,298.1926876286991
29,13,196.6340318832755
29,14,194.54546687911701
29,15,232.72440648091214
29,16,100.34195668104785
29,17,213.94997638405758
29,18,290.8829934658439
29,19,267.44382796243315
29,20,146.69922239595158
29,21,163.9098519768008
29,22,279.2547184840614
29,23,248.31610345201128
30,0,275.75536338404015
30,1,148.63548239159692
30,2,161.1658731288523
30,3,141.07817531520863
30,4,262.5492567406517
30,5,50.51059216086324
30,6,177.23861856687705
30,7,292.73320476681283
30,8,142.69506209149515
30,9,185.94151004335055
30,10,52.241881174322394
30,11,182.1011126887369
30,12,106.92770473354113
30,13,285.785498201467
30,14,280.1399482768455
30,15,170.28493267533878
30,16,147.81784966778517
30,17,233.6389966855184
30,18,244.05566386510836
30,19,80.11676415376546
30,20,126.08972319079335
30,21,293.42060935809866
30,22,53.285524003369176
30,23,191.9657773282317
31,0,185.44693328990073
31,1,283.23499738726645
31,2,224.3817887068274
31,3,73.86148434957596
31,4,66.44577723063486
31,5,178.56690720266928
31,6,229.5660948871396
31,7,170.2866081963714
31,8,190.52525989612946
31,9,52.54482904323514
31,10,167.06997569487865
31,11,99.18390061529323
31,12,201.6951875321567
31,13,140.393654598738
31,14,59.7692494765198
31,15,242.93584746317595
31,16,182.37552326127127
31,17,175.4518119352377
31,18,88.71545932255863
31,19,107.83980490658958
31,20,73.47760451573475
31,21,249.0876497918957
31,22,194.249387992984
31,23,200.69009096827625
32,0,141.35776830222346
32,1,283.27007381341525
32,2,193.30039852170665
32,3,198.2983143090818
32,4,101.44412299785449
32,5,116.80473519048164
32,6,228.83249979206417
32,7,172.57279135135752
32,8,190.6294519510379
32,9,107.66446590003483
32,10,143.1673333866794
32,11,136.07405603292412
32,12,108.25997223569173
32,13,82.61263026347171
32,14,196.7119850010692
32,15,212.93360981311284
32,16,66.07414326848743
32,17,213.95784911696506
32,18,58.24926678552629
32,19,161.52536043981394
32,20,165.97427743064375
32,21,188.75654015243285
32,22,260.6066721243037
32,23,294.13598459517647
33,0,154.8828668176339
33,1,245.11173276379245
33,2,216.26877219141272
33,3,257.95960200730417
33,4,142.33113666274352
33,5,282.3564182371299
33,6,161.5181820554772
33,7,271.25630303641265
33,8,239.40331529568024
33,9,252.04864708403485
33,10,69.60796101205304
33,11,226.43466847317137
33,12,280.3399648641491
33,13,99.80881854043568
33,14,86.37303841528356
33,15,280.28628203405805
33,16,222.2323465598354
33,17,235.29197974461823
33,18,256.7688818418404
33,19,214.81097628002266
33,20,232.63040602341724
33,21,144.9111043383421
33,22,88.25509394240976
33,23,64.93195044883875
34,0,63.217133003151886
34,1,180.2636885166303
34,2,207.77139507364095
34,3,151.62788259358857
34,4,265.0716384941092
34,5,103.17411258593788
34,6,209.13156300257708
34,7,229.9657085578305
34,8,288.23879375227085
34,9,166.3422052930652
34,10,138.07049054948436
34,11,210.61805167428724
34,12,100.22432339005641
34,13,134.081425732748
34,14,173.64922095788833
34,15,111.3518464928173
34,16,151.47320425224368
34,17,256.28999708222074
34,18,126.04799793183697
34,19,66.92889184255492
34,20,229.14505088309284
34,21,90.02937323210216
34,22,151.79782239884156
34,23,59.78212440051943
35,0,159.1076279341661
35,1,242.18033457115743
35,2,172.7786007182869
35,3,62.76447820469248
35,4,264.6616218924203
35,5,242.17038756083315
35,6,86.29039960450012
35,7,84.83247340247856
35,8,168.78058195549664
35,9,247.3221622551742
35,10,137.7037646920063
35,11,278.7742644389099
35,12,63.4689203368806
35,13,283.24069474836506
35,14,214.4987745384985
35,15,289.89635021773074
35,16,151.09634809016407
35,17,268.14247789854386
35,18,200.48794833715004
35,19,213.25297558295742
35,20,270.18191836956225
35,21,252.73440512180207
35,22,265.0519156669342
35,23,126.7054287444833
36,0,179.20610244061518
36,1,51.41975340206041
36,2,192.57781159629002
36,3,172.5787775350152
36,4,60.40201385961001
36,5,83.73545362376771
36,6,167.03842486378016
36,7,134.42288269586138
36,8,167.48354911393255
36,9,251.8337400746864
36,10,91.89423457604218
36,11,253.18260204139636
36,12,154.4189648104295
36,13,174.09931261325204
36,14,112.78060060650546
36,15,130.59950269926563
36,16,195.18888019638425
36,17,184.12102506972943
36,18,265.84905410354753
36,19,191.85736090614188
36,20,163.15929052982142
36,21,164.27245429242765
36,22,278.9184981426055
36,23,132.67639742849343
37,0,280.02156470543497
37,1,154.29011707204768
37,2,164.0979343772292
37,3,254.2454966635676
37,4,124.23228339815788
37,5,92.77395024673375
37,6,105.96045228578566
37,7,243.2764262427262
37,8,131.6932847049976
37,9,282.0916759363446
37,10,153.90211068305442
37,11,126.89210517650233
37,12,106.31799459290443
37,13,246.4981094261563
37,14,88.52218574715044
37,15,239.65591121850366
37,16,170.77111760958263
37,17,196.83269771999915
37,18,89.75128251014488
37,19,276.9620410294691
37,20,254.77617900792183
37,21,144.68224492601627
37,22,80.52475021778369
37,23,212.78839866116869
38,0,221.35238672885563
38,1,176.23137586617705
38,2,273.2201289905172
38,3,166.5500091655431
38,4,243.45899956212816
38,5,269.192538743037
38,6,124.01381907680377
38,7,298.90982404577574
38,8,101.1942137373699
38,9,125.18162135940939
38,10,288.0739966631842
38,11,172.7396168184084
38,12,180.49943333706915
38,13,241.84093598498634
38,14,135.6717822959577
38,15,93.51305565861003
38,16,268.4327660832932
38,17,79.2567800232576
38,18,288.58357944577807
38,19,291.8421085281584
38,20,243.69454122722846
38,21,76.70384400651082
38,22,104.16273788665593
38,23,97.21276460668017
39,0,72.27660735945058
39,1,92.03324264469097
39,2,193.01970372741778
39,3,110.87800098110554
39,4,216.36876298913268
39,5,235.57732728652346
39,6,228.2879151483557
39,7,243.4563280875188
39,8,273.5586210347638
39,9,278.8125507226186
39,10,208.70941043631962
39,11,59.824958317787484
39,12,119.48010073499539
39,13,286.5053508707209
39,14,175.60364231236855
39,15,55.99737966933242
39,16,186.06825640906536
39,17,206.4234585873887
39,18,214.78689169762197
39,19,65.05701604976475
39,20,85.94704420460712
39,21,216.89574170123694
39,22,296.77222685095535
39,23,61.16600975198137
40,0,127.34499025637673
40,1,113.28818750167969
40,2,53.91570610293213
40,3,246.99413864583926
40,4,278.6608748475783
40,5,160.40880769078623
40,6,268.09012259179394
40,7,175.79306387839068
40,8,161.50125117026187
40,9,159.32495591213362
40,10,140.64572206129714
40,11,215.05951435160839
40,12,230.37186978213666
40,13,255.7169342566351
40,14,280.1728641423837
40,15,83.02774073797971
40,16,278.6080018951203
40,17,68.1459204389079
40,18,221.01259978104
40,19,74.23571166093613
40,20,192.41818523059814
40,21,258.0146962329611
40,22,278.97032016337187
40,23,95.94767582060885
41,0,79.20432806257031
41,1,176.04218017500324
41,2,79.94690756297771
41,3,260.63270734087325
41,4,238.30215841675397
41,5,254.5960640025772
41,6,185.37447467348233
41,7,121.29812435769354
41,8,55.79830370266632
41,9,161.47692397514248
41,10,84.0623076017586
41,11,253.8079491347283
41,12,197.3879051939871
41,13,193.82122107155783
41,14,279.17324873215455
41,15,97.51881832149535
41,16,89.04150449704122
41,17,170.89404994314094
41,18,249.37510239531142
41,19,181.98832406808853
41,20,177.90471629431116
41,21,208.92251329000206
41,22,150.5617310157441
41,23,283.40236861010516
42,0,133.12822151049124
42,1,235.19070281178685
42,2,227.75610610399164
42,3,152.30686599854823
42,4,283.7059708119307
42,5,165.24575336511705
42,6,160.03750492720678
42,7,137.41298561830524
42,8,204.02774195824603
42,9,138.07483533316574
42,10,127.45464759336562
42,11,140.04057906905788
42,12,298.1038696097379
42,13,256.28857663361487
42,14,92.36652836385665
42,15,88.45114818198564
42,16,199.49619678103124
42,17,161.85014354855622
42,18,108.15984892080175
42,19,228.36295845946256
42,20,203.74305635745478
42,21,76.45580466026637
42,22,265.4811616059553
42,23,296.69880452010716
43,0,162.8262741301211
43,1,288.69337494117826
43,2,172.96453627698634
43,3,287.35735522110303
43,4,251.5464525158794
43,5,64.47889157343926
43,6,158.0058222256086
43,7,113.79518851768898
43,8,229.00538892267656
43,9,82.72338800772172
43,10,107.94249016172836
43,11,126.46143053146164
43,12,243.43589416929655
43,13,154.7437320857846
43,14,72.96987225670863
43,15,62.991473683142544
43,16,216.23691682181266
43,17,162.1480016470514
43,18,134.42572244031368
43,19,203.10368185736382
43,20,52.99063013532844
43,21,291.8160549367684
43,22,120.08575234751405
43,23,92.6574397242291
44,0,294.65789904527344
44,1,267.5084899972072
44,2,295.76183712741084
44,3,132.6406359949902
44,4,215.0283350800707
44,5,191.66756699539667
44,6,236.91484535455643
44,7,244.7804515229895
44,8,110.07036150366915
44,9,275.2466162755185
44,10,263.7126599545634
44,11,224.42536550812798
44,12,296.1324545629953
44,13,289.19195205475603
44,14,222.73335209329827
44,15,71.49003425754256
44,16,101.19096926276296
44,17,177.0501410353266
44,18,236.9499206116793
44,19,257.91702272347067
44,20,154.47079803832796
44,21,194.01661725716917
44,22,131.7587251174138
44,23,233.4486950550317
45,0,157.12216979609752
45,1,99.7227601073584
45,2,90.74873016188613
45,3,125.06716920777018
45,4,195.63700346730832
45,5,222.5514842677453
45,6,65.28647931013069
45,7,130.31118520582731
45,8,131.78066439046898
45,9,273.25510816263727
45,10,221.9640622189668
45,11,240.269531214528
45,12,279.7428176628019
45,13,250.62677046694242
45,14,205.93001714520463
45,15,255.38015492737003
45,16,258.7122914188916
45,17,148.39836004825196
45,18,256.0505386768972
45,19,173.92714963666924
45,20,262.85724341569363
45,21,77.7175537218711
45,22,119.10266544722205
45,23,223.37317659626262
46,0,231.91529540825152
46,1,266.0443737802839
46,2,257.7911326151185
46,3,60.94209552471662
46,4,178.94071763544173
46,5,165.06020136457653
46,6,98.0935114955496
46,7,79.53154067624163
46,8,137.1118231743203
46,9,62.3203099866975
46,10,200.61196941339438
46,11,160.0065277386933
46,12,99.71372875184296
46,13,219.7195749082395
46,14,152.8527011698785
46,15,50.51987675706072
46,16,149.49217050481369
46,17,135.9590778679545
46,18,211.9954273538694
46,19,150.03303413712177
46,20,241.76502856373946
46,21,186.8482618892603
46,22,161.73607634217745
46,23,251.71545321067197
47,0,182.15306539170018
47,1,86.4451632218176
47,2,136.915719561188
47,3,154.4265666364572
47,4,93.96812151186388
47,5,239.21432696705023
47,6,128.74556718874305
47,7,215.9201809448027
47,8,183.8320074407976
47,9,255.93803611887574
47,10,90.56715586963492
47,11,59.09038591519318
47,12,190.43010661365273
47,13,136.77418172949464
47,14,278.27210966311816
47,15,209.02140068727908
47,16,287.545368036822
47,17,208.2921432378124
47,18,265.65418430231273
47,19,130.7608832656083
47,20,73.0184496853407
47,21,71.03028408988106
47,22,133.75658812426553
47,23,53.789019959850066
48,0,206.59197929121464
48,1,143.6224174183548
48,2,240.77200760452422
48,3,221.54380621605392
48,4,90.97700252112898
48,5,205.38416291248382
48,6,151.23685545747156
48,7,88.09472201530443
48,8,120.83726001925378
48,9,177.65546450675265
48,10,231.5744783185387
48,11,110.91703847237609
48,12,184.83645777472702
48,13,104.09735235899471
48,14,178.95582289027453
48,15,221.01241883644124
48,16,108.51351905008684
48,17,80.23200951074095
48,18,102.84216188253916
48,19,165.63529542466677
48,20,102.43096211325901
48,21,185.67024500610032
48,22,163.73169828470384
48,23,64.34152221030807
49,0,128.60492182068947
49,1,124.25002077355039
49,2,153.3362698734059
49,3,247.86515840404294
49,4,91.86468721642039
49,5,230.41587764885185
49,6,260.562333196974
49,7,246.9080936473886
49,8,249.26172850920142
49,9,145.88998739967067
49,10,75.41709584623163
49,11,266.59747157595564
49,12,229.65228756508517
